ID;HH_Jahr;HH_Art_ID;HH_Art_Text;HH_AnsRe_ID;HH_AnsRe;Level1_ID_EP;Level1_Text:_EP;Level2_ID_AB;Level2_Text_AB;Level3_ID_UA;Level3_Text_UA;Level4_ID;Level4_Text;Level5_ID;Level5_Text;HH_EA;Betrag
1;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Aufwendungen für ehrenamtliche Tätigkeit;400000;Aufwendungen für ehrenamtliche Tätigkeit;Ausgaben;130000
2;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Aus- und Fortbildung;562000;Aus- und Fortbildung;Ausgaben;250
3;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Weitere Verwaltungs- u. Betriebsausgaben;570000;Weitere Verwaltungs- u. Betriebsausgaben;Ausgaben;0
4;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Repräsentationen;581000;Repräsentationen;Ausgaben;100
5;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Partnerschaften, Auslandsbeziehungen;582000;Partnerschaften, Auslandsbeziehungen;Ausgaben;3500
6;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Ehrungen, Jubiläen und dgl.;583000;Ehrungen, Jubiläen und dgl.;Ausgaben;200
7;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Ausgestaltung der Stadtratssitzungen;586600;Ausgestaltung der Stadtratssitzungen;Ausgaben;300
8;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Dienstreisen;654000;Dienstreisen;Ausgaben;200
9;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Verfügungsmittel;660000;Verfügungsmittel;Ausgaben;300
10;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00000;Stadtrat;00000.000;Entschädigung an die Fraktionen;718300;Entschädigung an die Fraktionen;Ausgaben;1440
11;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00200;Ratsbüro/ Wirtschaftsförderung;00200.000;Sonst. Verwaltungs- u. Betriebseinnahmen (Rückzahlung Reisekosten);150001;Sonst. Verwaltungs- u. Betriebseinnahmen (Rückzahlung Reisekosten);Einnahmen;0
12;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00200;Ratsbüro/ Wirtschaftsförderung;00200.000;Erstattung von Ausgaben des VWH durch kommunale Sonderrechnungen;165000;Erstattung von Ausgaben des VWH durch kommunale Sonderrechnungen;Einnahmen;16700
13;2019;1;Verwaltungshaushalt;1;Ansatz;0;Allgemeine Verwaltung;00;Gemeindeorgane;00200;Ratsbüro/ Wirtschaftsförderung;00200.000;"Zuschuss des Bundes für Bundeswettbewerb ""Unser Dorf hat Zukunft"" (Ortsteil Roda";170000;"Zuschuss des Bundes für Bundeswettbewerb ""Unser Dorf hat Zukunft"" (Ortsteil Roda";Einnahmen;0
