art_label,produktbereich_name,produktbereich_label,amount,time_year,produktgruppe_name,produktgruppe_label
Ertrag,1,Innere Verwaltung,203417,2014,101,"Politische Gremien, Verwaltungsführung und internationale Angelegenheiten"
Aufwand,1,Innere Verwaltung,16699151,2014,101,"Politische Gremien, Verwaltungsführung und internationale Angelegenheiten"
Ertrag,1,Innere Verwaltung,121700,2014,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Aufwand,1,Innere Verwaltung,6601001,2014,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Ertrag,1,Innere Verwaltung,23597385,2014,103,Personal- und Organisationsmanagement
Aufwand,1,Innere Verwaltung,121445042,2014,103,Personal- und Organisationsmanagement
Ertrag,1,Innere Verwaltung,5740876,2014,104,IT- und Kommunikationsdienste
Aufwand,1,Innere Verwaltung,41321364,2014,104,IT- und Kommunikationsdienste
Ertrag,1,Innere Verwaltung,0,2014,105,Organisationsmanagement
Aufwand,1,Innere Verwaltung,0,2014,105,Organisationsmanagement
Ertrag,1,Innere Verwaltung,5023710,2014,106,Zentrale Dienstleistungen
Aufwand,1,Innere Verwaltung,48796616,2014,106,Zentrale Dienstleistungen
Ertrag,1,Innere Verwaltung,4282270,2014,107,Rechts- und Versicherungsangelegenheiten
Aufwand,1,Innere Verwaltung,11667972,2014,107,Rechts- und Versicherungsangelegenheiten
Ertrag,1,Innere Verwaltung,69133653,2014,108,Zentrale Liegenschaftsangelegenheiten
Aufwand,1,Innere Verwaltung,26474047,2014,108,Zentrale Liegenschaftsangelegenheiten
Ertrag,1,Innere Verwaltung,8880000,2014,109,Kasse und Veranlagung gemeindl. Abgaben
Aufwand,1,Innere Verwaltung,26779098,2014,109,Kasse und Veranlagung gemeindl. Abgaben
Ertrag,1,Innere Verwaltung,85874,2014,110,"Controlling, Finanzsteuerung, Rechungswesen"
Aufwand,1,Innere Verwaltung,10954290,2014,110,"Controlling, Finanzsteuerung, Rechungswesen"
Ertrag,1,Innere Verwaltung,1979875,2014,111,Sonstige Innere Verwaltung
Aufwand,1,Innere Verwaltung,36198150,2014,111,Sonstige Innere Verwaltung
Ertrag,2,Sicherheit und Ordnung,8605557,2014,201,Allgemeine Sicherheit und Ordnung
Aufwand,2,Sicherheit und Ordnung,17971936,2014,201,Allgemeine Sicherheit und Ordnung
Ertrag,2,Sicherheit und Ordnung,2987066,2014,202,Gewerbewesen
Aufwand,2,Sicherheit und Ordnung,3022829,2014,202,Gewerbewesen
Ertrag,2,Sicherheit und Ordnung,4496600,2014,203,Märkte
Aufwand,2,Sicherheit und Ordnung,4259604,2014,203,Märkte
Ertrag,2,Sicherheit und Ordnung,12289544,2014,204,Verkehrs- u. Kfz.-Wesen
Aufwand,2,Sicherheit und Ordnung,10575216,2014,204,Verkehrs- u. Kfz.-Wesen
Ertrag,2,Sicherheit und Ordnung,31675268,2014,205,Verkehrsüberwachung
