art_label,produktbereich_name,produktbereich_label,amount,time_year,produktgruppe_name,produktgruppe_label
Ertrag,1,Innere Verwaltung,53901,2018,101,"Politische Gremien, Verwaltungsführung und internationale Angelegenheiten"
Aufwand,1,Innere Verwaltung,17575500,2018,101,"Politische Gremien, Verwaltungsführung und internationale Angelegenheiten"
Ertrag,1,Innere Verwaltung,2881525,2018,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Aufwand,1,Innere Verwaltung,6526389,2018,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Ertrag,1,Innere Verwaltung,53285492,2018,103,Personal- und Organisationsmanagement
Aufwand,1,Innere Verwaltung,152155567,2018,103,Personal- und Organisationsmanagement
Ertrag,1,Innere Verwaltung,5742344,2018,104,IT- und Kommunikationsdienste
Aufwand,1,Innere Verwaltung,42820193,2018,104,IT- und Kommunikationsdienste
Ertrag,1,Innere Verwaltung,0,2018,105,Organisationsmanagement
Aufwand,1,Innere Verwaltung,0,2018,105,Organisationsmanagement
Ertrag,1,Innere Verwaltung,4669502,2018,106,Zentrale Dienstleistungen
Aufwand,1,Innere Verwaltung,54249934,2018,106,Zentrale Dienstleistungen
Ertrag,1,Innere Verwaltung,4162413,2018,107,Rechts- und Versicherungsangelegenheiten
Aufwand,1,Innere Verwaltung,11697817,2018,107,Rechts- und Versicherungsangelegenheiten
Ertrag,1,Innere Verwaltung,84261200,2018,108,Zentrale Liegenschaftsangelegenheiten
Aufwand,1,Innere Verwaltung,24782514,2018,108,Zentrale Liegenschaftsangelegenheiten
Ertrag,1,Innere Verwaltung,8304898,2018,109,Kasse und Veranlagung gemeindl. Abgaben
Aufwand,1,Innere Verwaltung,29535851,2018,109,Kasse und Veranlagung gemeindl. Abgaben
Ertrag,1,Innere Verwaltung,170174,2018,110,"Controlling, Finanzsteuerung, Rechungswesen"
Aufwand,1,Innere Verwaltung,12891451,2018,110,"Controlling, Finanzsteuerung, Rechungswesen"
Ertrag,1,Innere Verwaltung,1445647,2018,111,Sonstige Innere Verwaltung
Aufwand,1,Innere Verwaltung,30653440,2018,111,Sonstige Innere Verwaltung
Ertrag,2,Sicherheit und Ordnung,3819872,2018,201,Allgemeine Sicherheit und Ordnung
Aufwand,2,Sicherheit und Ordnung,18690003,2018,201,Allgemeine Sicherheit und Ordnung
Ertrag,2,Sicherheit und Ordnung,2172504,2018,202,Gewerbewesen
Aufwand,2,Sicherheit und Ordnung,3204003,2018,202,Gewerbewesen
Ertrag,2,Sicherheit und Ordnung,4609086,2018,203,Märkte
Aufwand,2,Sicherheit und Ordnung,5019083,2018,203,Märkte
Ertrag,2,Sicherheit und Ordnung,14032315,2018,204,Verkehrs- u. Kfz.-Wesen
Aufwand,2,Sicherheit und Ordnung,10813037,2018,204,Verkehrs- u. Kfz.-Wesen
Ertrag,2,Sicherheit und Ordnung,41894731,2018,205,Verkehrsüberwachung
Aufwand,2,Sicherheit und Ordnung,28885354,2018,205,Verkehrsüberwachung
Ertrag,2,Sicherheit und Ordnung,1234800,2018,206,Verbraucherschutz und Veterinäraufsicht
Aufwand,2,Sicherheit und Ordnung,6952282,2018,206,Verbraucherschutz und Veterinäraufsicht
Ertrag,2,Sicherheit und Ordnung,6482865,2018,207,Einwohnerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,13083167,2018,207,Einwohnerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,2011313,2018,208,Personenstandswesen
Aufwand,2,Sicherheit und Ordnung,4941234,2018,208,Personenstandswesen
Ertrag,2,Sicherheit und Ordnung,6511953,2018,209,Ausländerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,20359267,2018,209,Ausländerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,100,2018,210,Statistik und Informationsmanagement
Aufwand,2,Sicherheit und Ordnung,1928092,2018,210,Statistik und Informationsmanagement
Ertrag,2,Sicherheit und Ordnung,0,2018,211,Wahlen
Aufwand,2,Sicherheit und Ordnung,3567124,2018,211,Wahlen
Ertrag,2,Sicherheit und Ordnung,48708598,2018,212,"Brand- u. Bevölkerungsschutz, Rettungsdienst"
